distance_km,transport_mode,driver_availability,week,surge_multiplier,traffic,pickup_hour,fare_price,pickup_address_encoded,drop_address_encoded
28.3,3,0,1,1.0,1,5,390,424.948717948718,367.375
35.0,3,0,1,1.0,1,22,470,552.9821428571429,421.1463414634146
37.6,3,2,2,1.4,0,8,702,505.85,381.6744186046512
30.9,0,2,0,1.1,2,14,543,394.4565217391304,410.27272727272725
16.0,3,2,5,1.2,1,16,290,417.27777777777777,389.35849056603774
30.7,0,0,5,1.0,2,16,490,400.7586206896552,439.6060606060606
28.4,0,2,2,1.3,0,10,593,434.8157894736842,412.0888888888889
20.2,3,0,5,1.0,1,1,292,325.8536585365854,343.7333333333333
22.4,2,0,2,1.0,1,4,264,401.3863636363636,472.1935483870968
22.1,4,0,2,1.0,2,10,478,571.1764705882352,405.8222222222222
31.0,0,0,6,1.0,1,2,495,390.8571428571428,405.0487804878049
33.1,3,2,0,1.5,0,8,671,571.1764705882352,423.2368421052632
24.2,4,0,4,1.0,1,3,516,341.7,349.8181818181818
18.7,3,0,6,1.0,1,5,274,324.1714285714286,476.1351351351352
7.4,0,0,3,1.0,1,0,141,304.5,381.4516129032258
17.1,2,0,1,1.0,1,11,211,376.1842105263158,525.3055555555555
13.8,0,0,1,1.0,1,6,237,357.8,338.7179487179488
42.6,3,0,2,1.0,1,23,561,448.575,468.45
23.4,2,2,4,1.1,1,7,301,430.7368421052632,313.0
24.5,0,0,3,1.0,2,13,398,384.8181818181818,369.0
6.2,3,0,6,1.0,1,4,124,325.9736842105263,311.96774193548384
22.0,0,0,1,1.0,2,15,360,386.7608695652174,345.3414634146341
7.6,4,0,1,1.0,1,0,217,433.75757575757575,422.0208333333333
18.3,2,2,3,1.1,2,22,245,473.6571428571429,348.2432432432432
24.7,0,0,5,1.0,2,6,400,358.61764705882354,325.12820512820514
25.4,2,1,2,2.4,0,8,706,525.2916666666666,399.5263157894737
23.6,3,0,4,1.0,2,13,333,319.8888888888889,395.27272727272725
11.6,3,0,0,1.0,1,5,189,361.9142857142857,332.1142857142857
21.4,3,0,2,1.0,1,23,307,376.1842105263158,348.2432432432432
9.8,2,0,4,1.0,1,3,138,335.8837209302326,357.30232558139534
8.0,0,0,0,1.0,1,11,150,375.7368421052632,405.0487804878049
26.0,0,2,1,1.5,1,21,630,505.85,361.4827586206897
29.6,3,0,1,1.0,1,7,405,375.225,439.1333333333333
25.4,1,0,1,1.0,1,11,172,351.4146341463415,458.39473684210526
26.9,0,0,5,1.0,1,1,434,360.6136363636364,500.0377358490566
10.4,0,0,0,1.0,1,23,186,319.8888888888889,405.0487804878049
19.1,0,2,1,1.5,2,13,475,401.3863636363636,311.96774193548384
28.6,3,0,3,1.0,2,8,393,407.9117647058824,361.4827586206897
19.1,3,1,6,1.8,0,19,503,374.12820512820514,362.5135135135135
33.9,3,2,0,1.4,1,0,640,409.0,486.0625
17.4,0,2,0,1.3,1,1,378,467.7714285714285,381.4516129032258
34.2,2,2,5,1.3,2,18,497,394.4565217391304,423.2368421052632
27.9,0,2,4,1.2,2,14,538,422.7142857142857,314.8863636363636
31.8,2,0,5,1.0,1,21,358,382.8684210526316,441.96875
5.8,0,2,1,1.3,0,17,152,286.2352941176471,410.27272727272725
7.5,3,2,6,1.3,0,20,182,360.6136363636364,433.80555555555554
1.5,3,0,6,1.0,1,0,68,375.7368421052632,379.65
8.5,2,0,3,1.0,1,13,125,386.7608695652174,468.45
17.9,2,1,3,2.2,0,15,482,417.8974358974359,395.27272727272725
21.1,2,2,1,1.3,1,2,326,421.3142857142857,299.16279069767444
16.7,0,2,6,1.3,1,11,365,390.8571428571428,362.5135135135135
19.5,3,1,5,2.4,0,12,682,352.75925925925924,375.875
12.6,2,0,2,1.0,1,12,166,508.2608695652174,355.57142857142856
9.7,0,0,5,1.0,1,1,176,394.4565217391304,435.8
19.0,3,0,2,1.0,1,22,278,386.7608695652174,357.7317073170732
35.4,0,2,1,1.4,1,12,785,462.4736842105263,422.625
13.1,1,0,6,1.0,1,21,99,406.5405405405405,354.1764705882353
33.9,3,0,3,1.0,1,3,457,417.1555555555556,439.9583333333333
14.5,2,1,0,1.5,0,12,278,403.47222222222223,325.12820512820514
12.2,2,0,3,1.0,2,20,162,433.75757575757575,381.6744186046512
11.6,0,1,4,2.0,0,20,408,350.68,389.20454545454544
22.3,4,2,2,1.2,2,0,578,356.96875,439.9583333333333
35.8,0,0,5,1.0,2,17,567,508.1818181818182,363.5405405405405
26.7,3,2,5,1.2,0,17,444,412.1785714285714,348.2432432432432
21.5,0,1,3,2.3,0,16,811,347.8666666666667,437.46
44.5,0,2,5,1.2,2,0,837,508.1818181818182,500.3225806451613
7.6,0,2,3,1.4,2,15,202,320.9714285714286,314.8863636363636
19.6,0,0,5,1.0,1,5,324,403.47222222222223,369.9736842105263
20.6,3,2,4,1.4,0,8,416,456.9142857142857,331.2888888888889
21.9,2,1,1,2.5,0,19,648,490.6923076923077,345.53333333333336
33.4,3,0,2,1.0,1,2,451,371.9411764705882,299.16279069767444
35.7,1,0,6,1.0,1,22,234,335.8837209302326,435.8
1.8,3,2,3,1.2,0,19,86,356.96875,346.81081081081084
5.8,0,0,4,1.0,1,23,117,335.8837209302326,266.6585365853659
42.7,3,0,2,1.0,2,11,562,386.7608695652174,467.3142857142857
4.7,0,0,3,1.0,1,7,100,349.43333333333334,445.55263157894734
10.6,0,0,2,1.0,1,7,189,406.5405405405405,410.68
22.8,3,0,5,1.0,2,15,324,326.09375,332.1142857142857
2.3,3,0,6,1.0,1,1,78,507.2619047619048,423.2368421052632
29.9,2,0,5,1.0,2,11,339,409.0,387.1627906976744
32.1,2,2,3,1.4,2,12,505,371.9411764705882,433.80555555555554
35.4,1,0,1,1.0,1,4,232,460.24,442.8529411764706
12.7,0,1,3,1.8,0,20,397,491.0857142857143,437.46
37.5,0,1,1,2.2,0,20,1304,448.575,383.2745098039216
12.2,0,0,4,1.0,1,1,213,318.6222222222222,331.2888888888889
14.7,0,0,5,1.0,1,23,250,345.2105263157895,395.27272727272725
6.2,2,2,3,1.3,2,23,133,350.68,313.0
5.8,3,0,4,1.0,2,12,120,467.7714285714285,412.0888888888889
15.5,0,0,6,1.0,1,21,262,367.2972972972973,313.5777777777778
8.1,0,2,3,1.5,0,13,227,297.5625,331.2888888888889
12.4,0,2,3,1.3,2,15,281,505.85,458.39473684210526
35.4,3,0,3,1.0,1,7,475,507.2619047619048,418.71875
11.7,2,2,5,1.3,1,14,204,304.5,499.4358974358975
24.7,4,2,1,1.2,1,22,630,293.531914893617,500.0377358490566
11.1,0,0,2,1.0,2,6,196,335.8837209302326,338.7179487179488
28.0,2,0,5,1.0,1,4,320,403.1315789473685,381.6744186046512
8.3,0,0,6,1.0,1,21,154,333.9,325.2105263157895
27.7,3,1,6,1.6,0,17,612,447.6315789473685,433.03225806451616
21.7,0,0,3,1.0,1,4,356,482.4285714285714,398.4339622641509
41.6,4,1,1,2.3,0,19,1906,444.61538461538464,423.2368421052632
13.9,0,0,3,1.0,1,13,238,350.68,422.0208333333333
33.9,2,1,6,1.6,0,9,606,483.5882352941176,384.6315789473685
33.1,3,2,6,1.4,2,14,626,457.6410256410256,432.3125
20.2,3,0,0,1.0,1,0,292,401.3863636363636,369.9736842105263
9.7,1,0,4,1.0,1,6,78,330.8421052631579,294.825
7.7,3,0,2,1.0,1,22,142,418.2173913043478,332.1142857142857
4.6,0,0,3,1.0,1,0,99,382.8684210526316,463.54285714285714
34.3,2,1,6,1.9,0,13,728,446.37142857142857,362.5135135135135
4.0,3,0,1,1.0,1,5,98,406.5405405405405,376.4047619047619
15.0,4,0,1,1.0,1,4,350,505.85,313.5777777777778
4.1,2,0,5,1.0,2,16,81,334.42,323.65625
11.3,0,2,0,1.3,2,13,259,339.79487179487177,452.0769230769231
28.2,2,2,6,1.3,2,12,419,422.7142857142857,331.1162790697674
12.9,2,2,1,1.2,1,5,203,394.4565217391304,414.6428571428572
26.7,3,1,0,2.4,0,9,889,433.75757575757575,595.3243243243244
24.7,0,0,4,1.0,1,21,400,525.2916666666666,433.03225806451616
25.1,2,2,6,1.2,2,15,349,382.8684210526316,385.5869565217391
24.4,3,1,2,1.6,0,9,548,371.8684210526316,345.3414634146341
4.5,2,2,3,1.1,2,13,94,349.6046511627907,319.97727272727275
32.5,4,2,6,1.1,0,17,732,449.3529411764706,463.9189189189189
22.2,0,0,0,1.0,1,23,363,344.9111111111111,428.28205128205127
18.8,3,0,0,1.0,1,2,276,394.4565217391304,433.80555555555554
20.3,2,2,1,1.2,1,21,292,339.79487179487177,449.5
16.6,0,2,4,1.2,1,3,335,325.8536585365854,398.4339622641509
26.8,3,0,0,1.0,1,1,372,448.575,311.96774193548384
23.9,0,0,5,1.0,1,16,388,347.8666666666667,413.28205128205127
8.8,3,0,6,1.0,1,16,156,374.12820512820514,458.39473684210526
4.2,0,2,1,1.2,2,8,112,333.6744186046512,398.4339622641509
21.1,2,2,2,1.3,2,11,326,352.28125,442.8529411764706
10.6,4,0,4,1.0,1,13,271,552.9821428571429,433.80555555555554
19.2,3,0,1,1.0,1,0,280,552.9821428571429,357.30232558139534
26.8,3,0,0,1.0,2,15,372,505.85,474.77777777777777
9.9,3,2,3,1.3,2,22,219,335.8837209302326,348.2432432432432
29.8,3,2,0,1.5,1,5,611,382.27777777777777,463.54285714285714
20.1,2,2,2,1.4,2,11,337,375.225,373.9318181818182
27.2,0,1,2,2.0,0,8,876,368.7307692307692,463.4651162790698
5.7,0,1,2,1.9,0,8,219,293.531914893617,389.35849056603774
38.6,4,2,5,1.5,2,15,1162,493.2631578947368,405.8222222222222
13.2,2,0,6,1.0,2,5,172,351.4807692307692,387.1627906976744
25.0,2,0,1,1.0,1,23,290,345.1081081081081,433.80555555555554
25.0,0,0,2,1.0,1,3,405,420.9411764705882,463.9189189189189
29.5,3,0,6,1.0,1,6,404,344.9111111111111,398.2916666666667
18.8,3,0,0,1.0,1,1,276,467.7714285714285,364.4772727272728
12.6,0,2,6,1.3,1,5,285,384.8181818181818,417.9189189189189
27.8,3,0,2,1.0,1,21,384,405.86046511627904,375.875
27.8,0,0,3,1.0,1,7,447,333.9,500.0377358490566
8.1,0,2,1,1.2,2,16,182,324.1714285714286,357.30232558139534
3.0,3,1,2,2.3,0,18,198,571.1764705882352,469.1666666666667
7.1,3,2,6,1.2,1,22,162,364.575,433.80555555555554
3.7,4,0,6,1.0,1,1,147,382.27777777777777,443.44444444444446
30.9,2,2,2,1.4,2,11,489,422.7142857142857,439.6060606060606
21.7,0,2,4,1.1,2,2,391,333.9,476.1351351351352
40.5,2,0,4,1.0,1,12,445,516.219512195122,412.0888888888889
34.0,3,0,2,1.0,1,12,458,325.8536585365854,486.0625
32.1,0,0,6,1.0,1,0,512,397.9787234042553,395.27272727272725
21.7,3,0,0,1.0,1,0,310,328.2857142857143,357.7317073170732
17.2,0,0,5,1.0,2,13,288,326.44736842105266,349.8181818181818
4.1,2,0,5,1.0,1,6,81,349.43333333333334,382.61764705882354
13.0,0,0,2,1.0,2,12,225,371.8684210526316,458.39473684210526
13.9,0,0,4,1.0,1,7,238,360.6136363636364,373.9318181818182
16.2,2,0,2,1.0,1,13,202,351.4807692307692,389.20454545454544
4.8,3,2,2,1.1,2,22,118,344.9111111111111,422.625
17.3,0,0,5,1.0,2,11,290,447.6315789473685,345.3414634146341
36.4,2,0,0,1.0,1,23,404,394.4565217391304,486.0625
16.3,3,0,0,1.0,1,7,246,332.2325581395349,467.3142857142857
4.6,0,0,6,1.0,1,0,99,473.6571428571429,363.5405405405405
19.5,3,2,4,1.4,2,18,398,384.8181818181818,439.1333333333333
33.1,3,1,0,2.3,0,17,1029,322.09302325581393,412.0888888888889
25.9,3,2,3,1.2,2,13,433,434.8157894736842,463.9189189189189
30.8,4,1,1,1.7,0,8,1078,525.2916666666666,369.0
2.5,0,1,6,1.7,0,17,115,467.7714285714285,473.54285714285714
28.1,2,0,6,1.0,1,5,321,433.75757575757575,443.44444444444446
1.7,2,0,5,1.0,2,10,57,449.3529411764706,417.9189189189189
18.5,2,0,4,1.0,2,12,225,382.27777777777777,319.97727272727275
26.9,0,0,3,1.0,1,7,434,400.7586206896552,422.625
18.4,3,2,0,1.2,2,14,325,308.6938775510204,467.3142857142857
25.8,0,2,0,1.4,2,4,584,433.4242424242424,463.54285714285714
12.2,3,0,2,1.0,2,2,196,403.47222222222223,341.5
27.9,1,2,6,1.3,0,8,244,353.3125,366.6666666666667
14.8,3,1,4,2.4,0,8,546,349.6046511627907,417.9189189189189
24.6,0,0,4,1.0,1,13,399,367.2972972972973,385.5869565217391
10.2,3,0,4,1.0,2,14,172,333.6744186046512,431.7878787878788
11.1,3,0,2,1.0,2,23,183,467.6842105263158,319.97727272727275
25.7,0,1,5,2.5,0,20,1039,386.7608695652174,422.0208333333333
26.5,0,1,0,2.2,0,9,941,334.42,405.0487804878049
28.0,2,0,4,1.0,1,3,320,352.48387096774195,473.54285714285714
2.2,0,0,3,1.0,1,3,63,412.5,405.8222222222222
35.0,0,2,2,1.3,1,7,722,505.85,410.68
16.4,2,1,5,1.6,0,20,326,367.2972972972973,373.9318181818182
21.5,2,2,6,1.2,0,8,306,397.9787234042553,369.1538461538461
44.3,0,1,0,2.1,0,17,1458,552.9821428571429,557.1666666666666
5.6,3,0,2,1.0,2,15,117,351.82978723404256,325.12820512820514
36.9,3,2,2,1.5,1,1,739,361.9142857142857,557.1666666666666
23.8,0,2,6,1.4,1,7,542,388.3589743589744,463.54285714285714
28.7,3,2,1,1.4,1,4,552,405.86046511627904,398.4339622641509
35.8,2,0,3,1.0,1,15,398,408.56410256410254,405.8222222222222
9.4,0,1,3,1.8,0,13,308,339.79487179487177,431.7878787878788
5.0,3,2,5,1.5,0,18,165,326.44736842105266,357.30232558139534
15.0,0,2,2,1.4,1,6,357,397.9787234042553,348.3684210526316
20.7,0,0,6,1.0,1,2,340,333.9,463.4651162790698
42.0,2,2,5,1.3,0,18,598,401.3863636363636,595.3243243243244
4.2,0,0,3,1.0,1,22,93,352.75925925925924,384.6315789473685
33.6,0,2,5,1.2,2,12,641,505.85,323.65625
35.9,0,0,1,1.0,1,22,568,420.9411764705882,436.9666666666666
9.1,0,2,4,1.3,0,17,216,491.0857142857143,423.2368421052632
17.9,2,1,0,2.1,0,10,460,339.79487179487177,433.03225806451616
33.0,2,0,3,1.0,1,14,370,402.9,363.5405405405405
5.1,3,1,3,1.5,0,8,167,388.3589743589744,362.6969696969697
28.7,3,1,1,2.5,0,10,986,320.6530612244898,486.8139534883721
29.3,3,2,4,1.5,1,7,602,409.0,413.28205128205127
18.0,0,1,4,2.3,0,10,690,476.2439024390244,464.4324324324325
20.7,0,0,2,1.0,2,3,340,417.1555555555556,482.0
18.6,0,0,0,1.0,1,4,309,376.1842105263158,469.1666666666667
12.2,4,1,5,2.1,0,19,629,351.4146341463415,399.5263157894737
30.2,0,0,2,1.0,1,2,483,434.8157894736842,340.7291666666667
11.4,0,1,4,1.8,0,9,362,374.12820512820514,343.5833333333333
14.9,2,1,4,2.2,0,8,416,367.2972972972973,343.7333333333333
1.5,0,2,4,1.3,2,21,68,408.56410256410254,463.9189189189189
11.8,0,0,5,1.0,1,5,207,320.9714285714286,463.9189189189189
18.3,2,2,5,1.2,2,20,268,308.6938775510204,413.28205128205127
1.5,3,1,1,1.8,0,18,122,433.4242424242424,473.54285714285714
4.9,2,1,3,1.8,0,18,160,325.9736842105263,325.12820512820514
33.0,3,2,3,1.4,2,10,624,505.85,353.7567567567568
14.4,0,2,1,1.5,1,11,369,333.9,474.77777777777777
25.9,4,1,3,2.2,0,20,1202,402.9,366.8484848484849
24.1,0,2,4,1.2,2,5,470,386.7608695652174,369.1538461538461
11.2,0,0,5,1.0,1,5,198,300.6666666666667,381.4516129032258
33.5,2,1,5,2.0,0,20,750,408.56410256410254,417.9189189189189
13.6,0,2,2,1.1,0,13,257,351.4146341463415,423.2368421052632
26.1,1,0,0,1.0,2,1,177,417.8974358974359,350.45454545454544
28.1,2,1,4,2.4,0,19,770,449.3529411764706,500.0377358490566
28.1,0,0,1,1.0,1,21,452,364.575,410.68
28.4,0,0,0,1.0,2,21,456,389.7037037037037,323.65625
25.7,0,0,5,1.0,1,2,416,382.8684210526316,362.6969696969697
38.6,0,2,3,1.4,2,16,853,460.24,486.8139534883721
16.1,2,2,1,1.3,2,9,261,375.7368421052632,320.2857142857143
27.4,1,1,4,1.8,0,17,332,386.7608695652174,474.77777777777777
21.1,0,0,5,1.0,1,22,346,467.6842105263158,357.30232558139534
26.7,3,2,3,1.2,0,9,444,352.48387096774195,436.9666666666666
10.8,0,2,4,1.1,0,16,211,324.1714285714286,313.5777777777778
33.1,3,0,0,1.0,2,18,447,445.1333333333333,435.8
27.0,0,0,3,1.0,1,23,435,369.2702702702703,595.3243243243244
17.7,3,2,4,1.5,2,3,394,446.37142857142857,348.2432432432432
21.4,2,0,0,1.0,2,16,254,405.86046511627904,378.22222222222223
5.5,3,0,3,1.0,1,22,116,424.948717948718,294.825
6.4,2,0,2,1.0,2,14,104,508.2608695652174,367.375
34.2,0,1,0,1.9,0,9,1032,513.0652173913044,443.44444444444446
14.9,0,0,4,1.0,1,21,254,389.7037037037037,369.9736842105263
28.5,0,0,3,1.0,1,23,458,401.76666666666665,452.0769230769231
18.1,4,0,0,1.0,2,11,406,444.61538461538464,384.6315789473685
1.8,2,2,4,1.4,1,23,81,456.9142857142857,469.1666666666667
23.0,0,2,5,1.3,2,14,488,401.76666666666665,395.2
2.4,0,2,2,1.5,1,23,99,473.6571428571429,431.7878787878788
9.4,0,0,4,1.0,1,11,171,420.9411764705882,398.4339622641509
11.8,0,1,4,2.3,0,19,476,308.6938775510204,398.4339622641509
14.5,0,0,6,1.0,1,7,248,376.1842105263158,352.875
25.0,2,0,3,1.0,2,7,290,444.61538461538464,314.8863636363636
11.9,0,2,5,1.2,0,19,250,351.4807692307692,410.27272727272725
30.2,3,2,3,1.4,2,16,577,405.86046511627904,395.27272727272725
22.2,2,0,2,1.0,1,2,262,353.3125,299.16279069767444
35.9,2,0,6,1.0,2,23,399,508.2608695652174,486.0625
25.3,3,2,3,1.4,0,20,495,332.2325581395349,379.65
33.4,3,2,3,1.4,2,21,631,449.9795918367347,387.1627906976744
27.2,3,2,0,1.3,1,2,489,382.27777777777777,428.28205128205127
19.5,0,2,4,1.5,2,5,484,350.68,463.9189189189189
5.4,0,0,2,1.0,1,22,111,350.68,353.64102564102564
35.4,1,0,5,1.0,2,17,232,384.8181818181818,432.3125
30.6,2,1,6,1.9,0,9,657,457.6410256410256,433.80555555555554
27.6,0,0,1,1.0,1,5,444,404.04545454545456,468.45
5.3,3,2,2,1.2,0,18,136,357.65714285714284,385.5869565217391
10.9,0,2,6,1.4,1,23,271,490.6923076923077,387.1627906976744
5.0,0,2,5,1.3,2,3,136,421.3142857142857,398.2916666666667
25.1,3,2,6,1.2,2,3,421,349.43333333333334,470.4864864864865
17.7,0,0,6,1.0,1,13,296,371.9411764705882,363.5405405405405
29.0,0,0,6,1.0,1,4,465,424.9230769230769,423.2368421052632
35.4,3,1,0,2.0,0,18,950,422.7142857142857,486.0625
46.3,3,0,1,1.0,1,14,606,493.2631578947368,525.3055555555555
28.7,3,0,5,1.0,1,1,394,364.575,418.71875
14.3,2,1,5,2.2,0,18,403,394.4565217391304,500.0377358490566
17.0,2,2,2,1.3,1,2,273,341.7,449.5
23.6,0,0,5,1.0,1,1,384,408.56410256410254,439.1333333333333
30.6,2,1,2,2.4,0,20,830,351.4146341463415,474.77777777777777
12.7,3,0,5,1.0,1,7,202,352.75925925925924,382.61764705882354
27.6,2,1,1,2.4,0,16,758,375.225,351.8333333333333
16.5,2,2,4,1.5,2,11,308,345.1081081081081,387.1627906976744
24.9,2,0,6,1.0,1,22,289,400.7586206896552,348.2432432432432
11.1,3,0,0,1.0,1,4,183,324.1714285714286,410.68
25.2,0,1,4,2.2,0,14,898,367.2972972972973,482.0
17.1,1,0,4,1.0,1,1,123,334.42,375.875
7.4,2,2,1,1.2,0,9,137,552.9821428571429,332.1142857142857
18.6,2,2,5,1.2,2,11,271,401.76666666666665,331.1162790697674
20.6,4,2,3,1.4,2,23,631,456.9142857142857,331.2888888888889
25.6,0,1,4,1.9,0,13,787,571.1764705882352,348.3684210526316
28.8,2,0,4,1.0,1,2,328,350.68,476.1351351351352
35.2,0,0,3,1.0,1,6,558,401.3863636363636,439.1333333333333
26.1,4,0,1,1.0,1,21,550,476.2439024390244,346.81081081081084
42.0,1,2,3,1.5,2,19,408,516.219512195122,405.0487804878049
7.9,0,0,3,1.0,1,7,148,353.3125,439.1333333333333
25.6,3,0,0,1.0,1,3,357,552.9821428571429,379.65
9.1,2,0,4,1.0,1,6,131,320.9714285714286,348.2432432432432
21.9,2,0,1,1.0,2,15,259,374.12820512820514,362.40625
20.9,0,2,6,1.3,2,15,447,374.6285714285714,341.5
24.5,0,2,6,1.3,1,21,517,326.09375,500.0377358490566
30.0,0,0,3,1.0,1,1,480,375.225,421.1463414634146
23.0,1,0,4,1.0,2,14,158,375.225,325.12820512820514
47.4,2,0,3,1.0,1,1,514,512.3111111111111,500.3225806451613
24.3,0,0,3,1.0,2,9,394,352.48387096774195,299.16279069767444
39.1,0,2,4,1.1,2,4,678,571.1764705882352,405.5
10.1,2,2,0,1.1,0,14,155,406.5405405405405,467.3142857142857
20.7,0,1,2,2.1,0,14,715,390.8571428571428,422.625
8.3,3,2,2,1.3,2,11,194,351.4146341463415,361.97222222222223
13.9,0,0,0,1.0,1,2,238,449.9795918367347,433.03225806451616
24.7,2,1,0,2.1,0,9,603,374.12820512820514,418.71875
31.2,0,2,5,1.3,0,10,647,505.85,332.1142857142857
29.8,4,0,4,1.0,2,10,616,322.09302325581393,379.65
12.8,3,0,5,1.0,1,5,204,401.3863636363636,433.80555555555554
26.1,3,2,6,1.2,0,19,436,351.4146341463415,362.5135135135135
10.1,2,0,4,1.0,1,21,141,406.5405405405405,467.3142857142857
15.6,0,0,1,1.0,1,0,264,552.9821428571429,367.375
13.8,0,1,4,2.2,0,10,521,358.61764705882354,433.03225806451616
34.1,0,0,2,1.0,1,23,542,394.4565217391304,515.6875
31.9,2,0,2,1.0,1,1,359,371.8684210526316,361.97222222222223
24.0,0,2,3,1.3,2,4,507,482.4285714285714,421.1463414634146
22.9,3,2,4,1.3,2,5,422,467.7714285714285,422.0208333333333
19.4,2,0,2,1.0,1,13,234,483.5882352941176,323.65625
16.9,4,0,5,1.0,2,8,384,286.2352941176471,383.2745098039216
5.5,3,2,3,1.4,0,19,162,320.6530612244898,353.7567567567568
21.8,0,0,4,1.0,2,12,357,371.9411764705882,349.8181818181818
7.9,0,1,5,1.7,0,20,252,400.7586206896552,366.8484848484849
11.5,2,0,0,1.0,1,3,155,352.48387096774195,435.8
25.7,2,1,0,2.5,0,20,742,405.86046511627904,436.9666666666666
10.2,0,0,1,1.0,1,0,183,353.3125,439.5882352941176
32.8,0,0,4,1.0,1,21,522,508.1818181818182,376.4047619047619
16.4,2,0,0,1.0,1,2,204,360.6136363636364,463.9189189189189
30.1,2,2,0,1.2,2,11,409,462.4736842105263,395.6285714285714
1.6,0,2,2,1.5,2,12,81,335.8837209302326,384.6315789473685
16.4,3,1,1,2.5,0,9,617,401.76666666666665,364.4772727272728
23.7,2,2,2,1.2,2,18,332,347.075,325.12820512820514
24.9,0,2,4,1.4,1,2,565,433.4242424242424,340.7291666666667
29.3,0,0,5,1.0,1,21,470,371.9411764705882,439.1333333333333
35.2,1,0,3,1.0,2,16,231,456.9142857142857,439.5882352941176
25.2,0,2,4,1.2,2,22,490,357.65714285714284,349.8181818181818
22.1,0,0,5,1.0,1,22,362,320.9714285714286,343.7333333333333
20.8,3,0,1,1.0,1,2,300,320.9714285714286,422.625
47.1,0,0,6,1.0,2,11,736,447.6315789473685,476.1351351351352
22.1,3,0,4,1.0,1,4,315,320.9714285714286,410.68
26.2,0,2,6,1.1,2,8,465,476.2439024390244,349.8181818181818
28.2,2,1,4,1.8,0,9,580,401.76666666666665,367.375
13.7,0,0,6,1.0,2,6,236,326.44736842105266,385.5869565217391
16.4,0,0,6,1.0,2,8,276,325.8536585365854,500.3225806451613
18.9,3,0,3,1.0,1,11,277,345.1081081081081,473.54285714285714
31.7,4,2,4,1.5,2,23,976,508.2608695652174,352.875
5.1,2,0,6,1.0,1,15,91,345.2105263157895,304.6829268292683
38.6,2,0,3,1.0,1,4,426,490.6923076923077,362.5135135135135
25.6,0,1,3,1.8,0,8,745,361.9142857142857,331.1162790697674
35.4,2,0,4,1.0,1,22,394,476.2439024390244,428.28205128205127
23.6,0,0,6,1.0,2,16,384,319.8888888888889,395.27272727272725
22.1,3,0,3,1.0,2,9,315,571.1764705882352,405.8222222222222
12.7,0,2,1,1.1,2,8,243,493.2631578947368,366.6666666666667
30.2,0,2,4,1.3,1,6,628,364.575,439.1333333333333
16.3,2,2,1,1.2,2,3,244,473.6571428571429,441.96875
34.0,2,0,2,1.0,1,3,380,456.9142857142857,423.2368421052632
8.9,0,0,0,1.0,1,3,164,421.3142857142857,331.1162790697674
32.5,0,1,1,2.3,0,20,1190,397.9787234042553,452.0769230769231
14.1,2,2,6,1.3,2,12,235,512.3111111111111,340.7291666666667
31.4,3,0,2,1.0,1,12,427,404.04545454545456,500.0377358490566
14.8,3,2,1,1.4,1,2,319,397.9787234042553,357.30232558139534
26.5,3,2,2,1.2,2,15,442,352.28125,410.27272727272725
9.5,0,0,1,1.0,1,2,172,374.12820512820514,387.1627906976744
26.3,0,1,3,1.9,0,16,807,457.6410256410256,463.4651162790698
13.0,0,0,1,1.0,1,4,225,403.1315789473685,369.1538461538461
33.4,0,2,5,1.3,1,7,690,473.6571428571429,413.28205128205127
25.9,0,0,5,1.0,1,4,418,476.2439024390244,389.20454545454544
23.1,4,0,1,1.0,1,14,496,457.6410256410256,439.5882352941176
19.6,1,2,0,1.3,2,14,179,318.6222222222222,398.2916666666667
30.0,4,0,5,1.0,1,6,620,424.948717948718,431.7878787878788
27.6,3,2,5,1.1,2,15,419,508.2608695652174,319.97727272727275
27.4,0,1,5,2.0,0,11,882,400.7586206896552,463.4651162790698
23.2,0,1,4,2.2,0,9,832,417.27777777777777,399.5263157894737
11.7,0,0,2,1.0,1,13,206,374.12820512820514,433.80555555555554
10.1,0,0,0,1.0,1,0,182,371.9411764705882,375.875
20.3,1,2,5,1.5,0,12,213,407.9117647058824,381.6744186046512
21.7,3,0,4,1.0,1,1,310,308.6938775510204,437.46
24.9,0,1,2,2.4,0,20,968,386.2,407.54545454545456
26.5,2,2,6,1.4,2,16,427,351.82978723404256,362.5135135135135
13.6,4,1,3,2.0,0,9,650,412.1785714285714,346.81081081081084
18.9,4,1,6,1.5,0,17,630,352.75925925925924,354.1764705882353
21.1,3,0,5,1.0,1,23,303,409.0,414.2941176470589
20.0,3,0,0,1.0,2,13,290,513.0652173913044,348.3684210526316
28.6,4,2,0,1.1,1,3,654,332.2325581395349,351.8333333333333
28.2,3,0,2,1.0,1,0,388,449.3529411764706,362.6969696969697
25.8,2,2,2,1.4,2,9,417,460.24,348.3684210526316
9.5,0,2,1,1.2,2,1,207,412.5,361.4827586206897
30.9,2,0,3,1.0,2,17,349,422.7142857142857,341.5
16.0,0,2,5,1.5,2,12,405,320.6530612244898,320.2857142857143
9.0,3,0,6,1.0,1,7,158,367.2972972972973,389.20454545454544
14.9,2,1,1,1.8,0,10,340,482.4285714285714,387.1627906976744
35.5,4,2,0,1.1,1,7,791,422.7142857142857,417.9189189189189
18.3,0,0,1,1.0,1,22,304,349.43333333333334,379.65
